projectname,viewname,ordinal,varname,vartype,varlength,varformat,varlabel
Mediflex,V_MEDIFLEX_SPIRO_RAW,21,DataPageId,num,8,10.,Internal id for data page
Mediflex,V_MEDIFLEX_SPIRO_RAW,22,DataPageName,char,255,$255.,eCRF page name
Mediflex,V_MEDIFLEX_SPIRO_RAW,23,PageRepeatNumber,num,8,10.,Sequence number of eCRF page in folder
Mediflex,V_MEDIFLEX_SPIRO_RAW,24,RecordDate,num,8,datetime22.3,Clinical date of record (ex: visit date)
Mediflex,V_MEDIFLEX_SPIRO_RAW,25,RecordId,num,8,10.,Internal id for the record
Mediflex,V_MEDIFLEX_SPIRO_RAW,26,recordposition,num,8,10.,Record number
Mediflex,V_MEDIFLEX_SPIRO_RAW,27,RecordActive,num,8,1.,Is record active
Mediflex,V_MEDIFLEX_SPIRO_RAW,28,SaveTs,num,8,datetime22.3,Timestamp of last save in clinical views
Mediflex,V_MEDIFLEX_SPIRO_RAW,29,MinCreated,num,8,datetime22.3,Earliest data creation time
Mediflex,V_MEDIFLEX_SPIRO_RAW,30,MaxUpdated,num,8,datetime22.3,Latest data update time
Mediflex,V_MEDIFLEX_SPIRO_RAW,31,StudyEnvSiteNumber,char,20,$20.,StudyEnvSiteNumber
Mediflex,V_MEDIFLEX_SPIRO_RAW,32,SESACC,char,50,$50.,SESACC
Mediflex,V_MEDIFLEX_SPIRO_RAW,33,TSTACC,char,50,$50.,TSTACC
Mediflex,V_MEDIFLEX_SPIRO_RAW,34,DOSE,char,11,$11.,DOSE
Mediflex,V_MEDIFLEX_SPIRO_RAW,35,FEV1,char,7,$7.,FEV1
Mediflex,V_MEDIFLEX_SPIRO_RAW,36,FEV1PREPOST,char,6,$6.,FEV1 Pre/Post
Mediflex,V_MEDIFLEX_SPIRO_RAW,37,FEV1PRED,char,5,$5.,FEV1 Predicted
Mediflex,V_MEDIFLEX_SPIRO_RAW,38,FEV1PCTPRED,char,6,$6.,FEV1 % Predicted
Mediflex,V_MEDIFLEX_SPIRO_RAW,39,FVC,char,5,$5.,FVC
Mediflex,V_MEDIFLEX_SPIRO_RAW,40,FVCPREPOST,char,6,$6.,FVC Pre/Post
Mediflex,V_MEDIFLEX_SPIRO_RAW,41,FVCPRED,char,5,$5.,FVC Predicted
Mediflex,V_MEDIFLEX_SPIRO_RAW,42,FVCPCTPRED,char,6,$6.,FVC % Predicted
Mediflex,V_MEDIFLEX_SPIRO_RAW,43,FEF2575,char,5,$5.,FEF25-75
Mediflex,V_MEDIFLEX_SPIRO_RAW,44,FEF2575PREPOST,char,6,$6.,FEF25-75 Pre/Post
Mediflex,V_MEDIFLEX_SPIRO_RAW,45,FEF2575PRED,char,5,$5.,FEF25-75 Predicted
Mediflex,V_MEDIFLEX_SPIRO_RAW,46,FEF2575PCTPRED,char,6,$6.,FEF25-75 % Predicted
Mediflex,V_MEDIFLEX_SPIRO_RAW,47,FEV1FVC,char,8,$8.,FEV1/FVC
Mediflex,V_MEDIFLEX_SPIRO_RAW,48,TECHCOM,char,300,$300.,Technician Comments
Mediflex,V_MEDIFLEX_SU_ALCOHOL,1,userid,num,8,10.,Internal id for the user
Mediflex,V_MEDIFLEX_SU_ALCOHOL,2,projectid,num,8,10.,projectid
Mediflex,V_MEDIFLEX_SU_ALCOHOL,3,project,char,255,$255.,project
Mediflex,V_MEDIFLEX_SU_ALCOHOL,4,studyid,num,8,10.,Internal id for the study
Mediflex,V_MEDIFLEX_SU_ALCOHOL,5,environmentName,char,20,$20.,Environment
Mediflex,V_MEDIFLEX_SU_ALCOHOL,6,subjectId,num,8,10.,Internal id for the subject
Mediflex,V_MEDIFLEX_SU_ALCOHOL,7,StudySiteId,num,8,10.,Internal id for study site
Mediflex,V_MEDIFLEX_SU_ALCOHOL,8,Subject,char,50,$50.,Subject name or identifier
Mediflex,V_MEDIFLEX_SU_ALCOHOL,9,siteid,num,8,10.,Internal id for the site
Mediflex,V_MEDIFLEX_SU_ALCOHOL,10,Site,char,255,$255.,Site name
Mediflex,V_MEDIFLEX_SU_ALCOHOL,11,SiteNumber,char,50,$50.,SiteNumber
Mediflex,V_MEDIFLEX_SU_ALCOHOL,12,SiteGroup,char,40,$40.,SiteGroup
Mediflex,V_MEDIFLEX_SU_ALCOHOL,13,instanceId,num,8,10.,Internal id for the instance
Mediflex,V_MEDIFLEX_SU_ALCOHOL,14,InstanceName,char,255,$255.,Folder instance name
Mediflex,V_MEDIFLEX_SU_ALCOHOL,15,InstanceRepeatNumber,num,8,10.,InstanceRepeatNumber
Mediflex,V_MEDIFLEX_SU_ALCOHOL,16,folderid,num,8,10.,Internal id for the folder
Mediflex,V_MEDIFLEX_SU_ALCOHOL,17,Folder,char,50,$50.,Folder OID
Mediflex,V_MEDIFLEX_SU_ALCOHOL,18,FolderName,char,255,$255.,Folder name
Mediflex,V_MEDIFLEX_SU_ALCOHOL,19,FolderSeq,num,8,12.1,Folder sequence number
Mediflex,V_MEDIFLEX_SU_ALCOHOL,20,TargetDays,num,8,10.,Target days from study start
Mediflex,V_MEDIFLEX_SU_ALCOHOL,21,DataPageId,num,8,10.,Internal id for data page
Mediflex,V_MEDIFLEX_SU_ALCOHOL,22,DataPageName,char,255,$255.,eCRF page name
Mediflex,V_MEDIFLEX_SU_ALCOHOL,23,PageRepeatNumber,num,8,10.,Sequence number of eCRF page in folder
Mediflex,V_MEDIFLEX_SU_ALCOHOL,24,RecordDate,num,8,datetime22.3,Clinical date of record (ex: visit date)
Mediflex,V_MEDIFLEX_SU_ALCOHOL,25,RecordId,num,8,10.,Internal id for the record
Mediflex,V_MEDIFLEX_SU_ALCOHOL,26,recordposition,num,8,10.,Record number
Mediflex,V_MEDIFLEX_SU_ALCOHOL,27,RecordActive,num,8,1.,Is record active
Mediflex,V_MEDIFLEX_SU_ALCOHOL,28,SaveTs,num,8,datetime22.3,Timestamp of last save in clinical views
Mediflex,V_MEDIFLEX_SU_ALCOHOL,29,MinCreated,num,8,datetime22.3,Earliest data creation time
Mediflex,V_MEDIFLEX_SU_ALCOHOL,30,MaxUpdated,num,8,datetime22.3,Latest data update time
Mediflex,V_MEDIFLEX_SU_ALCOHOL,31,StudyEnvSiteNumber,char,20,$20.,StudyEnvSiteNumber
Mediflex,V_MEDIFLEX_SU_ALCOHOL,32,SUSTAT,char,3,$3.,SUSTAT (SUSTAT)
Mediflex,V_MEDIFLEX_SU_ALCOHOL,33,SUSTAT_STD,char,1,$1.,SUSTAT (SUSTAT)Coded Value
Mediflex,V_MEDIFLEX_SU_ALCOHOL,34,SUREASND,char,200,$200.,SUREASND (SUREASND)
Mediflex,V_MEDIFLEX_SU_ALCOHOL,35,SUDOSTXT,char,200,$200.,SUDOSTXT (SUDOSTXT)
Mediflex,V_MEDIFLEX_SU_ALCOHOL,36,SUDOSFRQ,char,10,$10.,SUDOSFRQ (SUDOSFRQ)
Mediflex,V_MEDIFLEX_SU_ALCOHOL,37,SUDOSFRQ_STD,char,10,$10.,SUDOSFRQ (SUDOSFRQ)Coded Value
Mediflex,V_MEDIFLEX_SU_ALCOHOL_RAW,1,userid,num,8,10.,Internal id for the user
Mediflex,V_MEDIFLEX_SU_ALCOHOL_RAW,2,projectid,num,8,10.,projectid
Mediflex,V_MEDIFLEX_SU_ALCOHOL_RAW,3,project,char,255,$255.,project
Mediflex,V_MEDIFLEX_SU_ALCOHOL_RAW,4,studyid,num,8,10.,Internal id for the study
Mediflex,V_MEDIFLEX_SU_ALCOHOL_RAW,5,environmentName,char,20,$20.,Environment
Mediflex,V_MEDIFLEX_SU_ALCOHOL_RAW,6,subjectId,num,8,10.,Internal id for the subject
Mediflex,V_MEDIFLEX_SU_ALCOHOL_RAW,7,StudySiteId,num,8,10.,Internal id for study site
Mediflex,V_MEDIFLEX_SU_ALCOHOL_RAW,8,Subject,char,50,$50.,Subject name or identifier
Mediflex,V_MEDIFLEX_SU_ALCOHOL_RAW,9,siteid,num,8,10.,Internal id for the site
Mediflex,V_MEDIFLEX_SU_ALCOHOL_RAW,10,Site,char,255,$255.,Site name
Mediflex,V_MEDIFLEX_SU_ALCOHOL_RAW,11,SiteNumber,char,50,$50.,SiteNumber
Mediflex,V_MEDIFLEX_SU_ALCOHOL_RAW,12,SiteGroup,char,40,$40.,SiteGroup
Mediflex,V_MEDIFLEX_SU_ALCOHOL_RAW,13,instanceId,num,8,10.,Internal id for the instance
Mediflex,V_MEDIFLEX_SU_ALCOHOL_RAW,14,InstanceName,char,255,$255.,Folder instance name
Mediflex,V_MEDIFLEX_SU_ALCOHOL_RAW,15,InstanceRepeatNumber,num,8,10.,InstanceRepeatNumber
Mediflex,V_MEDIFLEX_SU_ALCOHOL_RAW,16,folderid,num,8,10.,Internal id for the folder
Mediflex,V_MEDIFLEX_SU_ALCOHOL_RAW,17,Folder,char,50,$50.,Folder OID
Mediflex,V_MEDIFLEX_SU_ALCOHOL_RAW,18,FolderName,char,255,$255.,Folder name
Mediflex,V_MEDIFLEX_SU_ALCOHOL_RAW,19,FolderSeq,num,8,12.1,Folder sequence number
Mediflex,V_MEDIFLEX_SU_ALCOHOL_RAW,20,TargetDays,num,8,10.,Target days from study start
Mediflex,V_MEDIFLEX_SU_ALCOHOL_RAW,21,DataPageId,num,8,10.,Internal id for data page
Mediflex,V_MEDIFLEX_SU_ALCOHOL_RAW,22,DataPageName,char,255,$255.,eCRF page name
Mediflex,V_MEDIFLEX_SU_ALCOHOL_RAW,23,PageRepeatNumber,num,8,10.,Sequence number of eCRF page in folder
Mediflex,V_MEDIFLEX_SU_ALCOHOL_RAW,24,RecordDate,num,8,datetime22.3,Clinical date of record (ex: visit date)
Mediflex,V_MEDIFLEX_SU_ALCOHOL_RAW,25,RecordId,num,8,10.,Internal id for the record
Mediflex,V_MEDIFLEX_SU_ALCOHOL_RAW,26,recordposition,num,8,10.,Record number
Mediflex,V_MEDIFLEX_SU_ALCOHOL_RAW,27,RecordActive,num,8,1.,Is record active
Mediflex,V_MEDIFLEX_SU_ALCOHOL_RAW,28,SaveTs,num,8,datetime22.3,Timestamp of last save in clinical views
Mediflex,V_MEDIFLEX_SU_ALCOHOL_RAW,29,MinCreated,num,8,datetime22.3,Earliest data creation time
Mediflex,V_MEDIFLEX_SU_ALCOHOL_RAW,30,MaxUpdated,num,8,datetime22.3,Latest data update time
Mediflex,V_MEDIFLEX_SU_ALCOHOL_RAW,31,StudyEnvSiteNumber,char,20,$20.,StudyEnvSiteNumber
Mediflex,V_MEDIFLEX_SU_ALCOHOL_RAW,32,SUSTAT,char,3,$3.,SUSTAT (SUSTAT)
Mediflex,V_MEDIFLEX_SU_ALCOHOL_RAW,33,SUSTAT_STD,char,1,$1.,SUSTAT (SUSTAT)Coded Value
Mediflex,V_MEDIFLEX_SU_ALCOHOL_RAW,34,SUREASND,char,200,$200.,SUREASND (SUREASND)
Mediflex,V_MEDIFLEX_SU_ALCOHOL_RAW,35,SUDOSTXT,char,200,$200.,SUDOSTXT (SUDOSTXT)
Mediflex,V_MEDIFLEX_SU_ALCOHOL_RAW,36,SUDOSFRQ,char,10,$10.,SUDOSFRQ (SUDOSFRQ)
Mediflex,V_MEDIFLEX_SU_ALCOHOL_RAW,37,SUDOSFRQ_STD,char,10,$10.,SUDOSFRQ (SUDOSFRQ)Coded Value
Mediflex,V_MEDIFLEX_SU_SMOKE,1,userid,num,8,10.,Internal id for the user
Mediflex,V_MEDIFLEX_SU_SMOKE,2,projectid,num,8,10.,projectid
Mediflex,V_MEDIFLEX_SU_SMOKE,3,project,char,255,$255.,project
Mediflex,V_MEDIFLEX_SU_SMOKE,4,studyid,num,8,10.,Internal id for the study
Mediflex,V_MEDIFLEX_SU_SMOKE,5,environmentName,char,20,$20.,Environment
Mediflex,V_MEDIFLEX_SU_SMOKE,6,subjectId,num,8,10.,Internal id for the subject
Mediflex,V_MEDIFLEX_SU_SMOKE,7,StudySiteId,num,8,10.,Internal id for study site
Mediflex,V_MEDIFLEX_SU_SMOKE,8,Subject,char,50,$50.,Subject name or identifier
Mediflex,V_MEDIFLEX_SU_SMOKE,9,siteid,num,8,10.,Internal id for the site
Mediflex,V_MEDIFLEX_SU_SMOKE,10,Site,char,255,$255.,Site name
Mediflex,V_MEDIFLEX_SU_SMOKE,11,SiteNumber,char,50,$50.,SiteNumber
Mediflex,V_MEDIFLEX_SU_SMOKE,12,SiteGroup,char,40,$40.,SiteGroup
Mediflex,V_MEDIFLEX_SU_SMOKE,13,instanceId,num,8,10.,Internal id for the instance
Mediflex,V_MEDIFLEX_SU_SMOKE,14,InstanceName,char,255,$255.,Folder instance name
Mediflex,V_MEDIFLEX_SU_SMOKE,15,InstanceRepeatNumber,num,8,10.,InstanceRepeatNumber
Mediflex,V_MEDIFLEX_SU_SMOKE,16,folderid,num,8,10.,Internal id for the folder
Mediflex,V_MEDIFLEX_SU_SMOKE,17,Folder,char,50,$50.,Folder OID
Mediflex,V_MEDIFLEX_SU_SMOKE,18,FolderName,char,255,$255.,Folder name
Mediflex,V_MEDIFLEX_SU_SMOKE,19,FolderSeq,num,8,12.1,Folder sequence number
Mediflex,V_MEDIFLEX_SU_SMOKE,20,TargetDays,num,8,10.,Target days from study start
Mediflex,V_MEDIFLEX_SU_SMOKE,21,DataPageId,num,8,10.,Internal id for data page
Mediflex,V_MEDIFLEX_SU_SMOKE,22,DataPageName,char,255,$255.,eCRF page name
Mediflex,V_MEDIFLEX_SU_SMOKE,23,PageRepeatNumber,num,8,10.,Sequence number of eCRF page in folder
Mediflex,V_MEDIFLEX_SU_SMOKE,24,RecordDate,num,8,datetime22.3,Clinical date of record (ex: visit date)
Mediflex,V_MEDIFLEX_SU_SMOKE,25,RecordId,num,8,10.,Internal id for the record
Mediflex,V_MEDIFLEX_SU_SMOKE,26,recordposition,num,8,10.,Record number
Mediflex,V_MEDIFLEX_SU_SMOKE,27,RecordActive,num,8,1.,Is record active
Mediflex,V_MEDIFLEX_SU_SMOKE,28,SaveTs,num,8,datetime22.3,Timestamp of last save in clinical views
Mediflex,V_MEDIFLEX_SU_SMOKE,29,MinCreated,num,8,datetime22.3,Earliest data creation time
Mediflex,V_MEDIFLEX_SU_SMOKE,30,MaxUpdated,num,8,datetime22.3,Latest data update time
Mediflex,V_MEDIFLEX_SU_SMOKE,31,StudyEnvSiteNumber,char,20,$20.,StudyEnvSiteNumber
Mediflex,V_MEDIFLEX_SU_SMOKE,32,SUSTAT,char,3,$3.,SUSTAT (SUSTAT)
Mediflex,V_MEDIFLEX_SU_SMOKE,33,SUSTAT_STD,char,1,$1.,SUSTAT (SUSTAT)Coded Value
Mediflex,V_MEDIFLEX_SU_SMOKE,34,SUREASND,char,200,$200.,SUREASND (SUREASND)
Mediflex,V_MEDIFLEX_SU_SMOKE,35,SU_SMID,char,80,$80.,SU_SMID
Mediflex,V_MEDIFLEX_SU_SMOKE,36,SU_SMID_STD,char,80,$80.,SU_SMIDCoded Value
Mediflex,V_MEDIFLEX_SU_SMOKE,37,SUSCAT,char,10,$10.,SUSCAT
Mediflex,V_MEDIFLEX_SU_SMOKE,38,SUSCAT_STD,char,10,$10.,SUSCATCoded Value
Mediflex,V_MEDIFLEX_SU_SMOKE,39,SUDOSTXT,char,200,$200.,SUDOSTXT (SUDOSTXT)
Mediflex,V_MEDIFLEX_SU_SMOKE,40,SUDOSFRQ,char,10,$10.,SUDOSFRQ (SUDOSFRQ)
Mediflex,V_MEDIFLEX_SU_SMOKE,41,SUDOSFRQ_STD,char,10,$10.,SUDOSFRQ (SUDOSFRQ)Coded Value
Mediflex,V_MEDIFLEX_SU_SMOKE,42,SUSTDTC,num,8,datetime22.3,SUSTDTC
Mediflex,V_MEDIFLEX_SU_SMOKE,43,SUSTDTC_RAW,char,11,$11.,SUSTDTC(Character)
Mediflex,V_MEDIFLEX_SU_SMOKE,44,SUSTDTC_INT,num,8,datetime22.3,SUSTDTCInterpolated
Mediflex,V_MEDIFLEX_SU_SMOKE,45,SUSTDTC_YYYY,num,8,4.,SUSTDTCYear
Mediflex,V_MEDIFLEX_SU_SMOKE,46,SUSTDTC_MM,num,8,2.,SUSTDTCMonth
Mediflex,V_MEDIFLEX_SU_SMOKE,47,SUSTDTC_DD,num,8,2.,SUSTDTCDay
Mediflex,V_MEDIFLEX_SU_SMOKE,48,SUONGYN,char,3,$3.,SUONGYN
Mediflex,V_MEDIFLEX_SU_SMOKE,49,SUONGYN_STD,char,1,$1.,SUONGYNCoded Value
Mediflex,V_MEDIFLEX_SU_SMOKE,50,SUENDTC,num,8,datetime22.3,SUENDTC
Mediflex,V_MEDIFLEX_SU_SMOKE,51,SUENDTC_RAW,char,11,$11.,SUENDTC(Character)
Mediflex,V_MEDIFLEX_SU_SMOKE,52,SUENDTC_INT,num,8,datetime22.3,SUENDTCInterpolated
Mediflex,V_MEDIFLEX_SU_SMOKE,53,SUENDTC_YYYY,num,8,4.,SUENDTCYear
Mediflex,V_MEDIFLEX_SU_SMOKE,54,SUENDTC_MM,num,8,2.,SUENDTCMonth
Mediflex,V_MEDIFLEX_SU_SMOKE,55,SUENDTC_DD,num,8,2.,SUENDTCDay
Mediflex,V_MEDIFLEX_SU_SMOKE_RAW,1,userid,num,8,10.,Internal id for the user
Mediflex,V_MEDIFLEX_SU_SMOKE_RAW,2,projectid,num,8,10.,projectid
Mediflex,V_MEDIFLEX_SU_SMOKE_RAW,3,project,char,255,$255.,project
Mediflex,V_MEDIFLEX_SU_SMOKE_RAW,4,studyid,num,8,10.,Internal id for the study
Mediflex,V_MEDIFLEX_SU_SMOKE_RAW,5,environmentName,char,20,$20.,Environment
Mediflex,V_MEDIFLEX_SU_SMOKE_RAW,6,subjectId,num,8,10.,Internal id for the subject
Mediflex,V_MEDIFLEX_SU_SMOKE_RAW,7,StudySiteId,num,8,10.,Internal id for study site
Mediflex,V_MEDIFLEX_SU_SMOKE_RAW,8,Subject,char,50,$50.,Subject name or identifier
Mediflex,V_MEDIFLEX_SU_SMOKE_RAW,9,siteid,num,8,10.,Internal id for the site
Mediflex,V_MEDIFLEX_SU_SMOKE_RAW,10,Site,char,255,$255.,Site name
Mediflex,V_MEDIFLEX_SU_SMOKE_RAW,11,SiteNumber,char,50,$50.,SiteNumber
Mediflex,V_MEDIFLEX_SU_SMOKE_RAW,12,SiteGroup,char,40,$40.,SiteGroup
Mediflex,V_MEDIFLEX_SU_SMOKE_RAW,13,instanceId,num,8,10.,Internal id for the instance
Mediflex,V_MEDIFLEX_SU_SMOKE_RAW,14,InstanceName,char,255,$255.,Folder instance name
Mediflex,V_MEDIFLEX_SU_SMOKE_RAW,15,InstanceRepeatNumber,num,8,10.,InstanceRepeatNumber
Mediflex,V_MEDIFLEX_SU_SMOKE_RAW,16,folderid,num,8,10.,Internal id for the folder
Mediflex,V_MEDIFLEX_SU_SMOKE_RAW,17,Folder,char,50,$50.,Folder OID
Mediflex,V_MEDIFLEX_SU_SMOKE_RAW,18,FolderName,char,255,$255.,Folder name
Mediflex,V_MEDIFLEX_SU_SMOKE_RAW,19,FolderSeq,num,8,12.1,Folder sequence number
Mediflex,V_MEDIFLEX_SU_SMOKE_RAW,20,TargetDays,num,8,10.,Target days from study start
Mediflex,V_MEDIFLEX_SU_SMOKE_RAW,21,DataPageId,num,8,10.,Internal id for data page
Mediflex,V_MEDIFLEX_SU_SMOKE_RAW,22,DataPageName,char,255,$255.,eCRF page name
Mediflex,V_MEDIFLEX_SU_SMOKE_RAW,23,PageRepeatNumber,num,8,10.,Sequence number of eCRF page in folder
Mediflex,V_MEDIFLEX_SU_SMOKE_RAW,24,RecordDate,num,8,datetime22.3,Clinical date of record (ex: visit date)
Mediflex,V_MEDIFLEX_SU_SMOKE_RAW,25,RecordId,num,8,10.,Internal id for the record
Mediflex,V_MEDIFLEX_SU_SMOKE_RAW,26,recordposition,num,8,10.,Record number
Mediflex,V_MEDIFLEX_SU_SMOKE_RAW,27,RecordActive,num,8,1.,Is record active
Mediflex,V_MEDIFLEX_SU_SMOKE_RAW,28,SaveTs,num,8,datetime22.3,Timestamp of last save in clinical views
Mediflex,V_MEDIFLEX_SU_SMOKE_RAW,29,MinCreated,num,8,datetime22.3,Earliest data creation time
Mediflex,V_MEDIFLEX_SU_SMOKE_RAW,30,MaxUpdated,num,8,datetime22.3,Latest data update time
Mediflex,V_MEDIFLEX_SU_SMOKE_RAW,31,StudyEnvSiteNumber,char,20,$20.,StudyEnvSiteNumber
Mediflex,V_MEDIFLEX_SU_SMOKE_RAW,32,SUSTAT,char,3,$3.,SUSTAT (SUSTAT)
Mediflex,V_MEDIFLEX_SU_SMOKE_RAW,33,SUSTAT_STD,char,1,$1.,SUSTAT (SUSTAT)Coded Value
Mediflex,V_MEDIFLEX_SU_SMOKE_RAW,34,SUREASND,char,200,$200.,SUREASND (SUREASND)
Mediflex,V_MEDIFLEX_SU_SMOKE_RAW,35,SU_SMID,char,80,$80.,SU_SMID
Mediflex,V_MEDIFLEX_SU_SMOKE_RAW,36,SU_SMID_STD,char,80,$80.,SU_SMIDCoded Value
Mediflex,V_MEDIFLEX_SU_SMOKE_RAW,37,SUSCAT,char,10,$10.,SUSCAT
Mediflex,V_MEDIFLEX_SU_SMOKE_RAW,38,SUSCAT_STD,char,10,$10.,SUSCATCoded Value
Mediflex,V_MEDIFLEX_SU_SMOKE_RAW,39,SUDOSTXT,char,200,$200.,SUDOSTXT (SUDOSTXT)
Mediflex,V_MEDIFLEX_SU_SMOKE_RAW,40,SUDOSFRQ,char,10,$10.,SUDOSFRQ (SUDOSFRQ)
Mediflex,V_MEDIFLEX_SU_SMOKE_RAW,41,SUDOSFRQ_STD,char,10,$10.,SUDOSFRQ (SUDOSFRQ)Coded Value
Mediflex,V_MEDIFLEX_SU_SMOKE_RAW,42,SUSTDTC,char,11,$11.,SUSTDTC
Mediflex,V_MEDIFLEX_SU_SMOKE_RAW,43,SUONGYN,char,3,$3.,SUONGYN
Mediflex,V_MEDIFLEX_SU_SMOKE_RAW,44,SUONGYN_STD,char,1,$1.,SUONGYNCoded Value
Mediflex,V_MEDIFLEX_SU_SMOKE_RAW,45,SUENDTC,char,11,$11.,SUENDTC
Mediflex,V_MEDIFLEX_TUMOR,1,userid,num,8,10.,Internal id for the user
Mediflex,V_MEDIFLEX_TUMOR,2,projectid,num,8,10.,projectid
Mediflex,V_MEDIFLEX_TUMOR,3,project,char,255,$255.,project
Mediflex,V_MEDIFLEX_TUMOR,4,studyid,num,8,10.,Internal id for the study
Mediflex,V_MEDIFLEX_TUMOR,5,environmentName,char,20,$20.,Environment
Mediflex,V_MEDIFLEX_TUMOR,6,subjectId,num,8,10.,Internal id for the subject
Mediflex,V_MEDIFLEX_TUMOR,7,StudySiteId,num,8,10.,Internal id for study site
Mediflex,V_MEDIFLEX_TUMOR,8,Subject,char,50,$50.,Subject name or identifier
Mediflex,V_MEDIFLEX_TUMOR,9,siteid,num,8,10.,Internal id for the site
Mediflex,V_MEDIFLEX_TUMOR,10,Site,char,255,$255.,Site name
Mediflex,V_MEDIFLEX_TUMOR,11,SiteNumber,char,50,$50.,SiteNumber
Mediflex,V_MEDIFLEX_TUMOR,12,SiteGroup,char,40,$40.,SiteGroup
Mediflex,V_MEDIFLEX_TUMOR,13,instanceId,num,8,10.,Internal id for the instance
Mediflex,V_MEDIFLEX_TUMOR,14,InstanceName,char,255,$255.,Folder instance name
Mediflex,V_MEDIFLEX_TUMOR,15,InstanceRepeatNumber,num,8,10.,InstanceRepeatNumber
Mediflex,V_MEDIFLEX_TUMOR,16,folderid,num,8,10.,Internal id for the folder
Mediflex,V_MEDIFLEX_TUMOR,17,Folder,char,50,$50.,Folder OID
Mediflex,V_MEDIFLEX_TUMOR,18,FolderName,char,255,$255.,Folder name
Mediflex,V_MEDIFLEX_TUMOR,19,FolderSeq,num,8,12.1,Folder sequence number
Mediflex,V_MEDIFLEX_TUMOR,20,TargetDays,num,8,10.,Target days from study start
Mediflex,V_MEDIFLEX_TUMOR,21,DataPageId,num,8,10.,Internal id for data page
Mediflex,V_MEDIFLEX_TUMOR,22,DataPageName,char,255,$255.,eCRF page name
Mediflex,V_MEDIFLEX_TUMOR,23,PageRepeatNumber,num,8,10.,Sequence number of eCRF page in folder
Mediflex,V_MEDIFLEX_TUMOR,24,RecordDate,num,8,datetime22.3,Clinical date of record (ex: visit date)
Mediflex,V_MEDIFLEX_TUMOR,25,RecordId,num,8,10.,Internal id for the record
Mediflex,V_MEDIFLEX_TUMOR,26,recordposition,num,8,10.,Record number
Mediflex,V_MEDIFLEX_TUMOR,27,RecordActive,num,8,1.,Is record active
Mediflex,V_MEDIFLEX_TUMOR,28,SaveTs,num,8,datetime22.3,Timestamp of last save in clinical views
Mediflex,V_MEDIFLEX_TUMOR,29,MinCreated,num,8,datetime22.3,Earliest data creation time
Mediflex,V_MEDIFLEX_TUMOR,30,MaxUpdated,num,8,datetime22.3,Latest data update time
Mediflex,V_MEDIFLEX_TUMOR,31,StudyEnvSiteNumber,char,20,$20.,StudyEnvSiteNumber
Mediflex,V_MEDIFLEX_TUMOR,32,TUMOR_DATE,num,8,datetime22.3,Tumor_Date
Mediflex,V_MEDIFLEX_TUMOR,33,TUMOR_DATE_RAW,char,11,$11.,Tumor_Date(Character)
Mediflex,V_MEDIFLEX_TUMOR,34,TUMOR_DATE_INT,num,8,datetime22.3,Tumor_DateInterpolated
Mediflex,V_MEDIFLEX_TUMOR,35,TUMOR_DATE_YYYY,num,8,4.,Tumor_DateYear
Mediflex,V_MEDIFLEX_TUMOR,36,TUMOR_DATE_MM,num,8,2.,Tumor_DateMonth
Mediflex,V_MEDIFLEX_TUMOR,37,TUMOR_DATE_DD,num,8,2.,Tumor_DateDay
Mediflex,V_MEDIFLEX_TUMOR,38,TUMOR_VOLUME,num,8,3.,Tumor_Volume
Mediflex,V_MEDIFLEX_TUMOR,39,TUMOR_VOLUME_RAW,char,4,$4.,Tumor_Volume(Character)
Mediflex,V_MEDIFLEX_TUMOR,40,TUMOR_DESC,char,500,$500.,Tumor_Desc
Mediflex,V_MEDIFLEX_TUMOR,41,TUMOR_XRAY,char,200,$200.,Tumor_Xray
Mediflex,V_MEDIFLEX_TUMOR_RAW,1,userid,num,8,10.,Internal id for the user
Mediflex,V_MEDIFLEX_TUMOR_RAW,2,projectid,num,8,10.,projectid
Mediflex,V_MEDIFLEX_TUMOR_RAW,3,project,char,255,$255.,project
Mediflex,V_MEDIFLEX_TUMOR_RAW,4,studyid,num,8,10.,Internal id for the study
Mediflex,V_MEDIFLEX_TUMOR_RAW,5,environmentName,char,20,$20.,Environment
Mediflex,V_MEDIFLEX_TUMOR_RAW,6,subjectId,num,8,10.,Internal id for the subject
Mediflex,V_MEDIFLEX_TUMOR_RAW,7,StudySiteId,num,8,10.,Internal id for study site
Mediflex,V_MEDIFLEX_TUMOR_RAW,8,Subject,char,50,$50.,Subject name or identifier
Mediflex,V_MEDIFLEX_TUMOR_RAW,9,siteid,num,8,10.,Internal id for the site
Mediflex,V_MEDIFLEX_TUMOR_RAW,10,Site,char,255,$255.,Site name
Mediflex,V_MEDIFLEX_TUMOR_RAW,11,SiteNumber,char,50,$50.,SiteNumber
Mediflex,V_MEDIFLEX_TUMOR_RAW,12,SiteGroup,char,40,$40.,SiteGroup
Mediflex,V_MEDIFLEX_TUMOR_RAW,13,instanceId,num,8,10.,Internal id for the instance
Mediflex,V_MEDIFLEX_TUMOR_RAW,14,InstanceName,char,255,$255.,Folder instance name
Mediflex,V_MEDIFLEX_TUMOR_RAW,15,InstanceRepeatNumber,num,8,10.,InstanceRepeatNumber
Mediflex,V_MEDIFLEX_TUMOR_RAW,16,folderid,num,8,10.,Internal id for the folder
Mediflex,V_MEDIFLEX_TUMOR_RAW,17,Folder,char,50,$50.,Folder OID
